Scenarios,Camps Name,Mu,delta_D,alpha,delta_R,lambda_C,lambda_S,omega,Supply,Optimal Allocated Aid
Scenario 74,Camp 5,1.0,30.0,0.25,3.0,2483.6,742.52,2990.788802836477,30287,4359.0
Scenario 74,Camp 6,1.0,30.0,0.25,3.0,1698.4,2074.0,2045.4293382128135,30287,3883.0
Scenario 74,Camp 7,1.0,30.0,0.25,3.0,2174.4,1628.42,2618.5204059968482,30287,4383.0
Scenario 75,Camp 1,1.0,40.0,0.25,3.0,428.4,2882.1,639.7704868280399,30287,2067.0
Scenario 75,Camp 2,1.0,40.0,0.25,3.0,642.6,2860.68,959.2830579660753,30287,2431.0
Scenario 75,Camp 3,1.0,40.0,0.25,3.0,1071.0,2817.84,1598.3080844574208,30287,3161.0
Scenario 75,Camp 4,1.0,40.0,0.25,3.0,4282.8,4500.96,6389.205304682495,30287,9527.0
Scenario 75,Camp 5,1.0,40.0,0.25,3.0,2483.6,742.52,3705.4198293630975,30287,4657.0
Scenario 75,Camp 6,1.0,40.0,0.25,3.0,1698.4,2074.0,2534.1723969899426,30287,3911.0
Scenario 75,Camp 7,1.0,40.0,0.25,3.0,2174.4,1628.42,3244.20013434935,30287,4533.0
Scenario 76,Camp 1,1.0,50.0,0.25,3.0,428.4,2882.1,735.4767126309029,30287,1863.0
Scenario 76,Camp 2,1.0,50.0,0.25,3.0,642.6,2860.68,1102.7866469011474,30287,2255.0
Scenario 76,Camp 3,1.0,50.0,0.25,3.0,1071.0,2817.84,1837.406382336139,30287,3041.0
Scenario 76,Camp 4,1.0,50.0,0.25,3.0,4282.8,4500.96,7344.996073685489,30287,9649.0
Scenario 76,Camp 5,1.0,50.0,0.25,3.0,2483.6,742.52,4259.730717696947,30287,4891.0
Scenario 76,Camp 6,1.0,50.0,0.25,3.0,1698.4,2074.0,2913.2709653721563,30287,3935.0
Scenario 76,Camp 7,1.0,50.0,0.25,3.0,2174.4,1628.42,3729.5150355526184,30287,4653.0
Scenario 77,Camp 1,1.33,20.0,0.25,3.0,428.4,2882.1,139.9668857809961,22772,2040.0
Scenario 77,Camp 2,1.33,20.0,0.25,3.0,642.6,2860.68,209.841955881567,22772,2248.0
Scenario 77,Camp 3,1.33,20.0,0.25,3.0,1071.0,2817.84,349.59205132756034,22772,2662.0
Scenario 77,Camp 4,1.33,20.0,0.25,3.0,4282.8,4500.96,1397.326119928052,22772,6874.0
Scenario 77,Camp 5,1.33,20.0,0.25,3.0,2483.6,742.52,810.4019335510172,22772,2940.0
Scenario 77,Camp 6,1.33,20.0,0.25,3.0,1698.4,2074.0,554.2587138681542,22772,2886.0
Scenario 77,Camp 7,1.33,20.0,0.25,3.0,2174.4,1628.42,709.5365706872385,22772,3122.0
Scenario 78,Camp 1,1.33,30.0,0.25,3.0,428.4,2882.1,270.7719589463496,22772,1774.0
Scenario 78,Camp 2,1.33,30.0,0.25,3.0,642.6,2860.68,405.9482865975144,22772,2018.0
Scenario 78,Camp 3,1.33,30.0,0.25,3.0,1071.0,2817.84,676.3008553190849,22772,2504.0
Scenario 78,Camp 4,1.33,30.0,0.25,3.0,4282.8,4500.96,2703.187462296112,22772,7030.0
Scenario 78,Camp 5,1.33,30.0,0.25,3.0,2483.6,742.52,1567.7573867354838,22772,3250.0
Scenario 78,Camp 6,1.33,30.0,0.25,3.0,1698.4,2074.0,1072.2373144172727,22772,2916.0
Scenario 78,Camp 7,1.33,30.0,0.25,3.0,2174.4,1628.42,1372.6290051896258,22772,3280.0
Scenario 79,Camp 1,1.33,40.0,0.25,3.0,428.4,2882.1,363.5796353232211,22772,1578.0
Scenario 79,Camp 2,1.33,40.0,0.25,3.0,642.6,2860.68,545.0879425459817,22772,1848.0
Scenario 79,Camp 3,1.33,40.0,0.25,3.0,1071.0,2817.84,908.1044407350007,22772,2390.0
Scenario 79,Camp 4,1.33,40.0,0.25,3.0,4282.8,4500.96,3629.7108296456177,22772,7146.0
Scenario 79,Camp 5,1.33,40.0,0.25,3.0,2483.6,742.52,2105.109632336461,22772,3478.0
Scenario 79,Camp 6,1.33,40.0,0.25,3.0,1698.4,2074.0,1439.748980185297,22772,2938.0
Scenario 79,Camp 7,1.33,40.0,0.25,3.0,2174.4,1628.42,1843.1005746787944,22772,3394.0
Scenario 8,Camp 1,1.33,50.0,0.25,1.0,428.4,2882.1,789.9846844834531,22772,974.0
Scenario 8,Camp 2,1.33,50.0,0.25,1.0,642.6,2860.68,1184.3653617318528,22772,1350.0
Scenario 8,Camp 3,1.33,50.0,0.25,1.0,1071.0,2817.84,1973.1264636268913,22772,1870.0
Scenario 8,Camp 4,1.33,50.0,0.25,1.0,4282.8,4500.96,7886.624238386295,22772,7478.0
Scenario 8,Camp 5,1.33,50.0,0.25,1.0,2483.6,742.52,4573.975567212369,22772,4336.0
Scenario 8,Camp 6,1.33,50.0,0.25,1.0,1698.4,2074.0,3128.282041528339,22772,2966.0
Scenario 8,Camp 7,1.33,50.0,0.25,1.0,2174.4,1628.42,4004.683113410629,22772,3798.0
Scenario 80,Camp 1,1.33,50.0,0.25,3.0,428.4,2882.1,435.5668617758745,22772,1424.0
Scenario 80,Camp 2,1.33,50.0,0.25,3.0,642.6,2860.68,653.0130443514907,22772,1716.0
Scenario 80,Camp 3,1.33,50.0,0.25,3.0,1071.0,2817.84,1087.9052702279266,22772,2298.0
Scenario 80,Camp 4,1.33,50.0,0.25,3.0,4282.8,4500.96,4348.378186300671,22772,7238.0
Scenario 80,Camp 5,1.33,50.0,0.25,3.0,2483.6,742.52,2521.9124152424597,22772,3656.0
Scenario 80,Camp 6,1.33,50.0,0.25,3.0,1698.4,2074.0,1724.8131746620777,22772,2954.0
Scenario 80,Camp 7,1.33,50.0,0.25,3.0,2174.4,1628.42,2208.0266749166863,22772,3486.0
Scenario 81,Camp 1,2.0,20.0,0.25,3.0,428.4,2882.1,-10.47522930980916,15143,1351.0
Scenario 81,Camp 2,2.0,20.0,0.25,3.0,642.6,2860.68,-15.700662195013551,15143,1497.0
Scenario 81,Camp 3,2.0,20.0,0.25,3.0,1071.0,2817.84,-26.15152040927791,15143,1783.0
Scenario 81,Camp 4,2.0,20.0,0.25,3.0,4282.8,4500.96,-104.50365073625477,15143,4589.0
Scenario 81,Camp 5,2.0,20.0,0.25,3.0,2483.6,742.52,-60.612017674843784,15143,1919.0
Scenario 81,Camp 6,2.0,20.0,0.25,3.0,1698.4,2074.0,-41.456997709728356,15143,1931.0
Scenario 81,Camp 7,2.0,20.0,0.25,3.0,2174.4,1628.42,-53.069057829067475,15143,2073.0
Scenario 82,Camp 1,2.0,30.0,0.25,3.0,428.4,2882.1,76.57797202417244,15143,1169.0
Scenario 82,Camp 2,2.0,30.0,0.25,3.0,642.6,2860.68,114.77790459487646,15143,1341.0
Scenario 82,Camp 3,2.0,30.0,0.25,3.0,1071.0,2817.84,191.17771449795046,15143,1675.0
Scenario 82,Camp 4,2.0,30.0,0.25,3.0,4282.8,4500.96,763.9620485454174,15143,4695.0
Scenario 82,Camp 5,2.0,30.0,0.25,3.0,2483.6,742.52,443.0972589293506,15143,2133.0
Scenario 82,Camp 6,2.0,30.0,0.25,3.0,1698.4,2074.0,303.0666648842645,15143,1949.0
Scenario 82,Camp 7,2.0,30.0,0.25,3.0,2174.4,1628.42,387.9553091957617,15143,2181.0
Scenario 83,Camp 1,2.0,40.0,0.25,3.0,428.4,2882.1,138.34320131892392,15143,1039.0
Scenario 83,Camp 2,2.0,40.0,0.25,3.0,642.6,2860.68,207.3539210116584,15143,1227.0
Scenario 83,Camp 3,2.0,40.0,0.25,3.0,1071.0,2817.84,345.37526060540176,15143,1597.0
Scenario 83,Camp 4,2.0,40.0,0.25,3.0,4282.8,4500.96,1380.1482683372008,15143,4771.0
Scenario 83,Camp 5,2.0,40.0,0.25,3.0,2483.6,742.52,800.4846782384998,15143,2287.0
Scenario 83,Camp 6,2.0,40.0,0.25,3.0,1698.4,2074.0,547.5100936324613,15143,1963.0
Scenario 83,Camp 7,2.0,40.0,0.25,3.0,2174.4,1628.42,700.8670773610062,15143,2259.0
Scenario 84,Camp 1,2.0,50.0,0.25,3.0,428.4,2882.1,186.25203517535905,15143,935.0
Scenario 84,Camp 2,2.0,50.0,0.25,3.0,642.6,2860.68,279.1614580392769,15143,1137.0
Scenario 84,Camp 3,2.0,50.0,0.25,3.0,1071.0,2817.84,464.9801694170918,15143,1535.0
Scenario 84,Camp 4,2.0,50.0,0.25,3.0,4282.8,4500.96,1858.0994322153847,15143,4833.0
Scenario 84,Camp 5,2.0,50.0,0.25,3.0,2483.6,742.52,1077.6958970676849,15143,2409.0
Scenario 84,Camp 6,2.0,50.0,0.25,3.0,1698.4,2074.0,737.1151472996036,15143,1975.0
Scenario 84,Camp 7,2.0,50.0,0.25,3.0,2174.4,1628.42,943.5803010294875,15143,2319.0
Scenario 85,Camp 1,1.0,20.0,0.5,3.0,428.4,2882.1,813.6743929155606,30287,1695.0
Scenario 85,Camp 2,1.0,20.0,0.5,3.0,642.6,2860.68,1220.0376164499858,30287,2111.0
Scenario 85,Camp 3,1.0,20.0,0.5,3.0,1071.0,2817.84,2032.7639162612368,30287,2943.0
Scenario 85,Camp 4,1.0,20.0,0.5,3.0,4282.8,4500.96,8125.933994354048,30287,9749.0
Scenario 85,Camp 5,1.0,20.0,0.5,3.0,2483.6,742.52,4712.635690812483,30287,5085.0
Scenario 85,Camp 6,1.0,20.0,0.5,3.0,1698.4,2074.0,3223.0170492662833,30287,3953.0
Scenario 85,Camp 7,1.0,20.0,0.5,3.0,2174.4,1628.42,4126.046182437926,30287,4751.0
Scenario 86,Camp 1,1.0,30.0,0.5,3.0,428.4,2882.1,987.5782990030812,30287,1459.0
Scenario 86,Camp 2,1.0,30.0,0.5,3.0,642.6,2860.68,1480.792174933896,30287,1935.0
Scenario 86,Camp 3,1.0,30.0,0.5,3.0,1071.0,2817.84,2467.2197480650525,30287,2888.0
Scenario 86,Camp 4,1.0,30.0,0.5,3.0,4282.8,4500.96,9862.6626840256,30287,9506.0
Scenario 86,Camp 5,1.0,30.0,0.5,3.0,2483.6,742.52,5719.851552261867,30287,5514.0
Scenario 86,Camp 6,1.0,30.0,0.5,3.0,1698.4,2074.0,3911.861701542623,30287,4157.0
Scenario 86,Camp 7,1.0,30.0,0.5,3.0,2174.4,1628.42,5007.892230526501,30287,4828.0
Scenario 87,Camp 1,1.0,40.0,0.5,3.0,428.4,2882.1,1110.9650839823003,30287,1016.0
Scenario 87,Camp 2,1.0,40.0,0.5,3.0,642.6,2860.68,1665.8004784495938,30287,1524.0
Scenario 87,Camp 3,1.0,40.0,0.5,3.0,1071.0,2817.84,2775.4710663233486,30287,2538.0
Scenario 87,Camp 4,1.0,40.0,0.5,3.0,4282.8,4500.96,11094.891299361583,30287,10148.0
Scenario 87,Camp 5,1.0,40.0,0.5,3.0,2483.6,742.52,6434.482578788489,30287,5885.0
Scenario 87,Camp 6,1.0,40.0,0.5,3.0,1698.4,2074.0,4400.604760319753,30287,4024.0
Scenario 87,Camp 7,1.0,40.0,0.5,3.0,2174.4,1628.42,5633.571958879004,30287,5152.0
Scenario 88,Camp 1,1.0,50.0,0.5,3.0,428.4,2882.1,1206.671309785163,30287,1016.0
Scenario 88,Camp 2,1.0,50.0,0.5,3.0,642.6,2860.68,1809.3040673846658,30287,1524.0
Scenario 88,Camp 3,1.0,50.0,0.5,3.0,1071.0,2817.84,3014.5693642020665,30287,2539.0
Scenario 88,Camp 4,1.0,50.0,0.5,3.0,4282.8,4500.96,12050.682068364576,30287,10148.0
Scenario 88,Camp 5,1.0,50.0,0.5,3.0,2483.6,742.52,6988.793467122338,30287,5884.0
Scenario 88,Camp 6,1.0,50.0,0.5,3.0,1698.4,2074.0,4779.703328701967,30287,4024.0
Scenario 88,Camp 7,1.0,50.0,0.5,3.0,2174.4,1628.42,6118.886860082272,30287,5152.0
Scenario 89,Camp 1,1.33,20.0,0.5,3.0,428.4,2882.1,448.5185068468183,22772,1398.0
Scenario 89,Camp 2,1.33,20.0,0.5,3.0,642.6,2860.68,672.4304838294485,22772,1692.0
Scenario 89,Camp 3,1.33,20.0,0.5,3.0,1071.0,2817.84,1120.2542943785552,22772,2282.0
Scenario 89,Camp 4,1.33,20.0,0.5,3.0,4282.8,4500.96,4477.677854952185,22772,7254.0
Scenario 89,Camp 5,1.33,20.0,0.5,3.0,2483.6,742.52,2596.9018539914387,22772,3688.0
Scenario 89,Camp 6,1.33,20.0,0.5,3.0,1698.4,2074.0,1776.1007495726913,22772,2956.0
Scenario 89,Camp 7,1.33,20.0,0.5,3.0,2174.4,1628.42,2273.6826747420637,22772,3502.0
Scenario 9,Camp 1,2.0,20.0,0.25,1.0,428.4,2882.1,225.39640265290552,15143,957.0
Scenario 9,Camp 2,2.0,20.0,0.25,1.0,642.6,2860.68,337.83248780154844,15143,1151.0
Scenario 9,Camp 3,2.0,20.0,0.25,1.0,1071.0,2817.84,562.7044955126302,15143,1539.0
Scenario 9,Camp 4,2.0,20.0,0.25,1.0,4282.8,4500.96,2248.613967618873,15143,4813.0
Scenario 9,Camp 5,2.0,20.0,0.25,1.0,2483.6,742.52,1304.1939548426942,15143,2405.0
Scenario 9,Camp 6,2.0,20.0,0.25,1.0,1698.4,2074.0,892.0337562264542,15143,1967.0
Scenario 9,Camp 7,2.0,20.0,0.25,1.0,2174.4,1628.42,1141.8914443858355,15143,2311.0
Scenario 90,Camp 1,1.33,30.0,0.5,3.0,428.4,2882.1,579.3235800121718,22772,1114.0
Scenario 90,Camp 2,1.33,30.0,0.5,3.0,642.6,2860.68,868.5368145453957,22772,1448.0
Scenario 90,Camp 3,1.33,30.0,0.5,3.0,1071.0,2817.84,1446.9630983700795,22772,2114.0
Scenario 90,Camp 4,1.33,30.0,0.5,3.0,4282.8,4500.96,5783.539197320243,22772,7422.0
Scenario 90,Camp 5,1.33,30.0,0.5,3.0,2483.6,742.52,3354.2573071759048,22772,4018.0
Scenario 90,Camp 6,1.33,30.0,0.5,3.0,1698.4,2074.0,2294.0793501218095,22772,2988.0
Scenario 90,Camp 7,1.33,30.0,0.5,3.0,2174.4,1628.42,2936.7751092444505,22772,3668.0
Scenario 91,Camp 1,1.33,40.0,0.5,3.0,428.4,2882.1,672.1312563890433,22772,910.0
Scenario 91,Camp 2,1.33,40.0,0.5,3.0,642.6,2860.68,1007.6764704938631,22772,1272.0
Scenario 91,Camp 3,1.33,40.0,0.5,3.0,1071.0,2817.84,1678.7666837859956,22772,1994.0
Scenario 91,Camp 4,1.33,40.0,0.5,3.0,4282.8,4500.96,6710.06256466975,22772,7544.0
Scenario 91,Camp 5,1.33,40.0,0.5,3.0,2483.6,742.52,3891.609552776882,22772,4254.0
Scenario 91,Camp 6,1.33,40.0,0.5,3.0,1698.4,2074.0,2661.591015889834,22772,3010.0
Scenario 91,Camp 7,1.33,40.0,0.5,3.0,2174.4,1628.42,3407.24667873362,22772,3788.0
Scenario 92,Camp 1,1.33,50.0,0.5,3.0,428.4,2882.1,744.1184828416967,22772,750.0
Scenario 92,Camp 2,1.33,50.0,0.5,3.0,642.6,2860.68,1115.6015722993723,22772,1134.0
Scenario 92,Camp 3,1.33,50.0,0.5,3.0,1071.0,2817.84,1858.5675132789215,22772,1900.0
Scenario 92,Camp 4,1.33,50.0,0.5,3.0,4282.8,4500.96,7428.729921324803,22772,7638.0
Scenario 92,Camp 5,1.33,50.0,0.5,3.0,2483.6,742.52,4308.41233568288,22772,4440.0
Scenario 92,Camp 6,1.33,50.0,0.5,3.0,1698.4,2074.0,2946.655210366615,22772,3028.0
Scenario 92,Camp 7,1.33,50.0,0.5,3.0,2174.4,1628.42,3772.1727789715114,22772,3882.0
Scenario 93,Camp 1,2.0,20.0,0.5,3.0,428.4,2882.1,171.43929244593807,15143,967.0
Scenario 93,Camp 2,2.0,20.0,0.5,3.0,642.6,2860.68,256.95956986118233,15143,1165.0
Scenario 93,Camp 3,2.0,20.0,0.5,3.0,1071.0,2817.84,428.0000010265926,15143,1553.0
Scenario 93,Camp 4,2.0,20.0,0.5,3.0,4282.8,4500.96,1710.3236034617507,15143,4815.0
Scenario 93,Camp 5,2.0,20.0,0.5,3.0,2483.6,742.52,991.9860574474832,15143,2371.0
Scenario 93,Camp 6,2.0,20.0,0.5,3.0,1698.4,2074.0,678.4919111635357,15143,1971.0
Scenario 93,Camp 7,2.0,20.0,0.5,3.0,2174.4,1628.42,868.5367599989702,15143,2301.0
Scenario 94,Camp 1,2.0,30.0,0.5,3.0,428.4,2882.1,258.4924937799197,15143,777.0
Scenario 94,Camp 2,2.0,30.0,0.5,3.0,642.6,2860.68,387.43813665107245,15143,1001.0
Scenario 94,Camp 3,2.0,30.0,0.5,3.0,1071.0,2817.84,645.3292359338211,15143,1443.0
Scenario 94,Camp 4,2.0,30.0,0.5,3.0,4282.8,4500.96,2578.7893027434234,15143,4927.0
Scenario 94,Camp 5,2.0,30.0,0.5,3.0,2483.6,742.52,1495.695334051678,15143,2591.0
Scenario 94,Camp 6,2.0,30.0,0.5,3.0,1698.4,2074.0,1023.015573757529,15143,1991.0
Scenario 94,Camp 7,2.0,30.0,0.5,3.0,2174.4,1628.42,1309.5611270237996,15143,2413.0
Scenario 95,Camp 1,2.0,40.0,0.5,3.0,428.4,2882.1,320.2577230746711,15143,641.0
Scenario 95,Camp 2,2.0,40.0,0.5,3.0,642.6,2860.68,480.0141530678543,15143,883.0
Scenario 95,Camp 3,2.0,40.0,0.5,3.0,1071.0,2817.84,799.5267820412722,15143,1361.0
Scenario 95,Camp 4,2.0,40.0,0.5,3.0,4282.8,4500.96,3194.975522535206,15143,5007.0
Scenario 95,Camp 5,2.0,40.0,0.5,3.0,2483.6,742.52,1853.0827533608267,15143,2751.0
Scenario 95,Camp 6,2.0,40.0,0.5,3.0,1698.4,2074.0,1267.4590025057255,15143,2007.0
Scenario 95,Camp 7,2.0,40.0,0.5,3.0,2174.4,1628.42,1622.4728951890438,15143,2493.0
Scenario 96,Camp 1,2.0,50.0,0.5,3.0,428.4,2882.1,368.1665569311063,15143,535.0
Scenario 96,Camp 2,2.0,50.0,0.5,3.0,642.6,2860.68,551.8216900954728,15143,793.0
Scenario 96,Camp 3,2.0,50.0,0.5,3.0,1071.0,2817.84,919.1316908529624,15143,1299.0
Scenario 96,Camp 4,2.0,50.0,0.5,3.0,4282.8,4500.96,3672.9266864133906,15143,5069.0
Scenario 96,Camp 5,2.0,50.0,0.5,3.0,2483.6,742.52,2130.293972190012,15143,2873.0
Scenario 96,Camp 6,2.0,50.0,0.5,3.0,1698.4,2074.0,1457.0640561728678,15143,2019.0
Scenario 96,Camp 7,2.0,50.0,0.5,3.0,2174.4,1628.42,1865.1861188575253,15143,2555.0
Scenario 97,Camp 1,1.0,20.0,0.75,3.0,428.4,2882.1,1284.8689900698207,30287,1016.0
Scenario 97,Camp 2,1.0,20.0,0.75,3.0,642.6,2860.68,1926.555036933504,30287,1524.0
Scenario 97,Camp 3,1.0,20.0,0.75,3.0,1071.0,2817.84,3209.926898127164,30287,2538.0
Scenario 97,Camp 4,1.0,20.0,0.75,3.0,4282.8,4500.96,12831.619989033135,30287,10148.0
Scenario 97,Camp 5,1.0,20.0,0.75,3.0,2483.6,742.52,7441.698440237874,30287,5885.0
Scenario 97,Camp 6,1.0,20.0,0.75,3.0,1698.4,2074.0,5089.449412596093,30287,4024.0
Scenario 97,Camp 7,1.0,20.0,0.75,3.0,2174.4,1628.42,6515.4180069675795,30287,5152.0
Scenario 98,Camp 1,1.0,30.0,0.75,3.0,428.4,2882.1,1458.7728961573414,30287,1016.0
Scenario 98,Camp 2,1.0,30.0,0.75,3.0,642.6,2860.68,2187.3095954174146,30287,1524.0
Scenario 98,Camp 3,1.0,30.0,0.75,3.0,1071.0,2817.84,3644.38272993098,30287,2538.0
Scenario 98,Camp 4,1.0,30.0,0.75,3.0,4282.8,4500.96,14568.34867870469,30287,10148.0
Scenario 98,Camp 5,1.0,30.0,0.75,3.0,2483.6,742.52,8448.91430168726,30287,5884.0
Scenario 98,Camp 6,1.0,30.0,0.75,3.0,1698.4,2074.0,5778.294064872433,30287,4024.0
Scenario 98,Camp 7,1.0,30.0,0.75,3.0,2174.4,1628.42,7397.2640550561555,30287,5153.0
Scenario 99,Camp 1,1.0,40.0,0.75,3.0,428.4,2882.1,1582.1596811365603,30287,1016.0
Scenario 99,Camp 2,1.0,40.0,0.75,3.0,642.6,2860.68,2372.3178989331122,30287,1524.0
Scenario 99,Camp 3,1.0,40.0,0.75,3.0,1071.0,2817.84,3952.6340481892757,30287,2538.0
Scenario 99,Camp 4,1.0,40.0,0.75,3.0,4282.8,4500.96,15800.577294040671,30287,10148.0
Scenario 99,Camp 5,1.0,40.0,0.75,3.0,2483.6,742.52,9163.54532821388,30287,5885.0
Scenario 99,Camp 6,1.0,40.0,0.75,3.0,1698.4,2074.0,6267.037123649563,30287,4024.0
Scenario 99,Camp 7,1.0,40.0,0.75,3.0,2174.4,1628.42,8022.9437834086575,30287,5152.0
